#epoch,#try,loss,val_loss,mae,val_mae,train_time
20,9,"[0.04209775850176811, 0.026083799079060555, 0.022783799096941948, 0.017372313886880875, 0.017088184133172035, 0.015629921108484268, 0.016237428411841393, 0.014226337894797325, 0.013476245105266571, 0.013975601643323898, 0.011335192248225212, 0.013179737143218517, 0.01462498027831316, 0.012762251310050488, 0.01014010887593031, 0.012352109886705875, 0.015069467946887016, 0.010004430077970028, 0.010403197258710861, 0.010292140766978264]","[0.04252038151025772, 0.0031318922992795706, 0.010447375476360321, 0.0054403506219387054, 0.012063494883477688, 0.007379624992609024, 0.011116961017251015, 0.01059411559253931, 0.012207431718707085, 0.0063710599206388, 0.004360079765319824, 0.013249148614704609, 0.008306723088026047, 0.015863865613937378, 0.00452785100787878, 0.0042714220471680164, 0.007245761342346668, 0.011038357391953468, 0.013109488412737846, 0.0065103438682854176]","[0.16450965404510498, 0.1292252391576767, 0.1170663833618164, 0.10703175514936447, 0.10218333452939987, 0.10062453150749207, 0.10301429778337479, 0.09564061462879181, 0.09420299530029297, 0.09700095653533936, 0.0852794274687767, 0.09259441494941711, 0.09762173146009445, 0.09275326877832413, 0.08354194462299347, 0.08933678269386292, 0.10226451605558395, 0.08244462311267853, 0.08231164515018463, 0.07981077581644058]","[0.19919347763061523, 0.04081934317946434, 0.08845137059688568, 0.05902259796857834, 0.09510777145624161, 0.07092726975679398, 0.0904344692826271, 0.0877947062253952, 0.09562339633703232, 0.06700480729341507, 0.055754467844963074, 0.10016137361526489, 0.07613023370504379, 0.11101780831813812, 0.056825779378414154, 0.05486297979950905, 0.07297739386558533, 0.09099984169006348, 0.0986659973859787, 0.06961126625537872]",90.2723183631897
30,0,"[0.04692245274782181, 0.024898268282413483, 0.019939372316002846, 0.02033253200352192, 0.016431881114840508, 0.015531200915575027, 0.014582427218556404, 0.01608140766620636, 0.013407152146100998, 0.012225783430039883, 0.014323522336781025, 0.01024578232318163, 0.012849240563809872, 0.009974987246096134, 0.01125986035913229, 0.012437129393219948, 0.012062916532158852, 0.011442375369369984, 0.011804014444351196, 0.009864205494523048, 0.011584978550672531, 0.012313260696828365, 0.011428602039813995, 0.009977700188755989, 0.009371795691549778, 0.010437056422233582, 0.008760891854763031, 0.01239866390824318, 0.00905819796025753, 0.00892810057848692]","[0.01193189900368452, 0.016977043822407722, 0.01758601889014244, 0.017010020092129707, 0.00699868006631732, 0.021388506516814232, 0.022905664518475533, 0.010785487480461597, 0.0038122329860925674, 0.00547040905803442, 0.004884261172264814, 0.004955482669174671, 0.004636701662093401, 0.010714879259467125, 0.01350598968565464, 0.008977099321782589, 0.0032361396588385105, 0.004417363088577986, 0.004165551625192165, 0.006501784548163414, 0.018041834235191345, 0.00835352297872305, 0.005256374832242727, 0.005233083851635456, 0.0045912424102425575, 0.003821378108114004, 0.00803393591195345, 0.006891702767461538, 0.0059348223730921745, 0.007992616854608059]","[0.17386579513549805, 0.12529809772968292, 0.1135142520070076, 0.1120038852095604, 0.10822601616382599, 0.0972193032503128, 0.09246336668729782, 0.10277549922466278, 0.09681028872728348, 0.08845624327659607, 0.09833833575248718, 0.08638535439968109, 0.0896352082490921, 0.0820530503988266, 0.08728843927383423, 0.0961674228310585, 0.08945021033287048, 0.08614044636487961, 0.08797090500593185, 0.08275380730628967, 0.08537954837083817, 0.09014131873846054, 0.08684410899877548, 0.08510827273130417, 0.07924093306064606, 0.08263914287090302, 0.07686547189950943, 0.08791778981685638, 0.07688028365373611, 0.07631435245275497]","[0.09682732820510864, 0.11970388144254684, 0.12190696597099304, 0.11865479499101639, 0.06939297914505005, 0.13547255098819733, 0.14056901633739471, 0.08888442814350128, 0.05096299573779106, 0.060509923845529556, 0.057892296463251114, 0.0602257214486599, 0.05848432332277298, 0.08858710527420044, 0.1019330695271492, 0.07978678494691849, 0.04651691019535065, 0.05703229829668999, 0.05438002943992615, 0.06953414529561996, 0.12059222906827927, 0.07742593437433243, 0.06119665503501892, 0.06015532463788986, 0.05653531476855278, 0.050443876534700394, 0.07517490535974503, 0.06891993433237076, 0.06243627518415451, 0.07449977099895477]",135.6399121284485
30,1,"[0.052071359008550644, 0.030974460765719414, 0.021186186000704765, 0.019732382148504257, 0.015658652409911156, 0.015987703576683998, 0.016855411231517792, 0.018403545022010803, 0.013433599844574928, 0.016008546575903893, 0.013000532984733582, 0.012272237800061703, 0.013890639878809452, 0.012192493304610252, 0.011955097317695618, 0.010817941278219223, 0.01108560711145401, 0.014110813848674297, 0.011705372482538223, 0.007926070131361485, 0.008414327166974545, 0.010294061154127121, 0.011355197988450527, 0.011161846108734608, 0.010152054019272327, 0.008711490780115128, 0.009190879762172699, 0.009857963770627975, 0.008911713026463985, 0.008519520051777363]","[0.009146749041974545, 0.013334841467440128, 0.005516450852155685, 0.013427000492811203, 0.010506282560527325, 0.018498355522751808, 0.01814829185605049, 0.01608298532664776, 0.012777086347341537, 0.017316939309239388, 0.013288640417158604, 0.009127365425229073, 0.0176337119191885, 0.0036479434929788113, 0.005042124539613724, 0.007608470506966114, 0.00964371208101511, 0.004608188755810261, 0.007326008286327124, 0.0073281144723296165, 0.0054320115596055984, 0.008682580664753914, 0.004187284503132105, 0.011047503910958767, 0.008620615117251873, 0.0059014358557760715, 0.010988360270857811, 0.00931665487587452, 0.014092150144279003, 0.0059934137389063835]","[0.17525701224803925, 0.13706882297992706, 0.12005118280649185, 0.11224093288183212, 0.10362517833709717, 0.10124494135379791, 0.10595273226499557, 0.1078638881444931, 0.09784921258687973, 0.10362665355205536, 0.09478777647018433, 0.08830922096967697, 0.09462869167327881, 0.09004168957471848, 0.09059372544288635, 0.08484739065170288, 0.0884937271475792, 0.09134742617607117, 0.08564937859773636, 0.07286150008440018, 0.07408089935779572, 0.08272521942853928, 0.08580336719751358, 0.08386187255382538, 0.08188595622777939, 0.07754095643758774, 0.07729276269674301, 0.07764654606580734, 0.076117604970932, 0.07539636641740799]","[0.0821564644575119, 0.10443146526813507, 0.0601421482861042, 0.10548572242259979, 0.09063694626092911, 0.12646321952342987, 0.12483830749988556, 0.11568069458007812, 0.10000776499509811, 0.12027858197689056, 0.10139571130275726, 0.0802282765507698, 0.11981235444545746, 0.0509163998067379, 0.06191117316484451, 0.07622037827968597, 0.08419055491685867, 0.0579022578895092, 0.07213026285171509, 0.07270940393209457, 0.06238909438252449, 0.07916678488254547, 0.05312065780162811, 0.08893648535013199, 0.0774090513586998, 0.06367188692092896, 0.08871517330408096, 0.0818297266960144, 0.10128211230039597, 0.0650971382856369]",147.95959496498108
30,2,"[0.03923708200454712, 0.026447869837284088, 0.018932988867163658, 0.018761783838272095, 0.01644201949238777, 0.015100385062396526, 0.016139835119247437, 0.014110520482063293, 0.014478974975645542, 0.012729107402265072, 0.015471993945538998, 0.011552068404853344, 0.01164289191365242, 0.011673664674162865, 0.012995759956538677, 0.011111709289252758, 0.009411407634615898, 0.011334603652358055, 0.012593780644237995, 0.010420002043247223, 0.011408842168748379, 0.010521466843783855, 0.008973591029644012, 0.009956528432667255, 0.00939305778592825, 0.011441360227763653, 0.010048472322523594, 0.008524828590452671, 0.007555584888905287, 0.009770955890417099]","[0.010979977436363697, 0.016951577737927437, 0.015090257860720158, 0.02049666829407215, 0.0052420878782868385, 0.009039966389536858, 0.016857409849762917, 0.006581108085811138, 0.00510029960423708, 0.0039191157557070255, 0.007451629266142845, 0.004244885873049498, 0.006011198740452528, 0.008914590813219547, 0.0039213416166603565, 0.004725844599306583, 0.011622356250882149, 0.003733861492946744, 0.0038665393367409706, 0.016222422942519188, 0.00779762864112854, 0.006076556630432606, 0.004377515986561775, 0.004140014760196209, 0.004117117263376713, 0.004019706044346094, 0.00569581612944603, 0.005036056973040104, 0.004326473455876112, 0.004144812934100628]","[0.1596200317144394, 0.12865667045116425, 0.10898526012897491, 0.10693907737731934, 0.10449498891830444, 0.09721122682094574, 0.1057487428188324, 0.09734607487916946, 0.10196233540773392, 0.08908551931381226, 0.1003727987408638, 0.08957819640636444, 0.08817534893751144, 0.08868838846683502, 0.09252455085515976, 0.08732227981090546, 0.07989569753408432, 0.08545997738838196, 0.09036660194396973, 0.08516591042280197, 0.08805224299430847, 0.08000696450471878, 0.0763552114367485, 0.08265762031078339, 0.07705242186784744, 0.08847864717245102, 0.07827191799879074, 0.07397942990064621, 0.06780584156513214, 0.081106036901474]","[0.0918680727481842, 0.11973683536052704, 0.11132314056158066, 0.13265076279640198, 0.057655785232782364, 0.08022589236497879, 0.11753587424755096, 0.06652732193470001, 0.05741021782159805, 0.05078834667801857, 0.07160112261772156, 0.053582511842250824, 0.064040906727314, 0.07936755567789078, 0.0521361418068409, 0.05827660113573074, 0.09252280741930008, 0.05042393505573273, 0.050742559134960175, 0.11306005716323853, 0.07440584897994995, 0.06609731167554855, 0.052711643278598785, 0.05305089056491852, 0.05288871377706528, 0.052202098071575165, 0.06321125477552414, 0.05778295546770096, 0.053981997072696686, 0.05104827508330345]",139.43368983268738
30,3,"[0.044027622789144516, 0.022367801517248154, 0.019570663571357727, 0.020994367077946663, 0.018114060163497925, 0.015998786315321922, 0.013251349329948425, 0.019436487928032875, 0.013896004296839237, 0.01264492142945528, 0.014721200801432133, 0.013690286315977573, 0.012492185458540916, 0.010190533474087715, 0.011446596123278141, 0.010240036062896252, 0.012847619131207466, 0.01205776259303093, 0.012476222589612007, 0.013172077015042305, 0.010910287499427795, 0.009316175244748592, 0.008909421041607857, 0.01084383949637413, 0.010626910254359245, 0.010305658914148808, 0.01086646132171154, 0.011092061176896095, 0.00917827244848013, 0.009213977493345737]","[0.01313514169305563, 0.014507398940622807, 0.0032312890980392694, 0.004116224590688944, 0.010232452303171158, 0.01662914827466011, 0.004949809517711401, 0.01173466071486473, 0.004984963685274124, 0.008419157937169075, 0.004043759778141975, 0.011789231561124325, 0.009146897122263908, 0.009141577407717705, 0.008948426693677902, 0.007332579232752323, 0.009477936662733555, 0.004108217544853687, 0.0040781255811452866, 0.005396357737481594, 0.006945862900465727, 0.005602020770311356, 0.021825460717082024, 0.005134013015776873, 0.005975502543151379, 0.006379063706845045, 0.006089468020945787, 0.009956550784409046, 0.008552790619432926, 0.007453481201082468]","[0.15771259367465973, 0.11505661904811859, 0.10381997376680374, 0.11674695461988449, 0.10346385091543198, 0.09995521605014801, 0.09580844640731812, 0.11617628484964371, 0.0989903062582016, 0.09208450466394424, 0.09973104298114777, 0.09499270468950272, 0.08988583832979202, 0.08496469259262085, 0.08734546601772308, 0.08166186511516571, 0.08992661535739899, 0.0889042541384697, 0.0935361385345459, 0.09278770536184311, 0.08381810039281845, 0.07379298657178879, 0.07451552152633667, 0.08652271330356598, 0.0841289535164833, 0.08297193050384521, 0.08656597137451172, 0.08677932620048523, 0.08015360683202744, 0.08000174909830093]","[0.10210376977920532, 0.10841497033834457, 0.04261941835284233, 0.049369361251592636, 0.08645059913396835, 0.11637415736913681, 0.05547143518924713, 0.09423699975013733, 0.05794617161154747, 0.0766930803656578, 0.05362391099333763, 0.09387227892875671, 0.08182328194379807, 0.08183377981185913, 0.0805540606379509, 0.07323290407657623, 0.0830637514591217, 0.053993891924619675, 0.05381380021572113, 0.061523716896772385, 0.06930093467235565, 0.06359896063804626, 0.1328357756137848, 0.059396591037511826, 0.06459803134202957, 0.06537213176488876, 0.0630333200097084, 0.08158103376626968, 0.07459869235754013, 0.06958051025867462]",143.65325331687927
30,4,"[0.0400938056409359, 0.02565443143248558, 0.0214628204703331, 0.019615698605775833, 0.018981963396072388, 0.016549546271562576, 0.016748441383242607, 0.01514959242194891, 0.016503170132637024, 0.01166820339858532, 0.014922338537871838, 0.01370350643992424, 0.011524620465934277, 0.013005239889025688, 0.01232221256941557, 0.01284395344555378, 0.010159725323319435, 0.010299677960574627, 0.012571044266223907, 0.010223045945167542, 0.011925066821277142, 0.010742170736193657, 0.01022008154541254, 0.009612523950636387, 0.009944242425262928, 0.008616124279797077, 0.009592382237315178, 0.009286410175263882, 0.010930744931101799, 0.009385696612298489]","[0.04096800833940506, 0.018620910122990608, 0.00819217599928379, 0.009554196149110794, 0.0168130062520504, 0.004092304967343807, 0.009620468132197857, 0.018841145560145378, 0.011676457710564137, 0.0035105147399008274, 0.014487534761428833, 0.003014484653249383, 0.008745133876800537, 0.005476723425090313, 0.010196286253631115, 0.005899080540984869, 0.005764823406934738, 0.02081943303346634, 0.005600902251899242, 0.00598890008404851, 0.007073912303894758, 0.006298573222011328, 0.007243350148200989, 0.011385587975382805, 0.008523950353264809, 0.01004328764975071, 0.0055465903133153915, 0.004476805683225393, 0.011237569153308868, 0.0066784159280359745]","[0.1582956463098526, 0.13135363161563873, 0.12164592742919922, 0.11125582456588745, 0.10831303894519806, 0.10386542975902557, 0.1029534786939621, 0.09894245117902756, 0.09952881932258606, 0.08579745143651962, 0.09856607019901276, 0.09741687029600143, 0.08659587800502777, 0.09276733547449112, 0.09026847034692764, 0.09160836040973663, 0.0814046636223793, 0.08288246393203735, 0.09041889011859894, 0.08183655142784119, 0.08747658133506775, 0.08073499798774719, 0.07650376856327057, 0.07820834219455719, 0.07900309562683105, 0.07606664299964905, 0.08023657649755478, 0.0781601071357727, 0.08308463543653488, 0.07815349847078323]","[0.19518215954303741, 0.1252363622188568, 0.07465929538011551, 0.08224877715110779, 0.11664759367704391, 0.048118576407432556, 0.08241313695907593, 0.12537360191345215, 0.09275298565626144, 0.04697427898645401, 0.10603052377700806, 0.042152710258960724, 0.07835540175437927, 0.06096422299742699, 0.08543963730335236, 0.06511563062667847, 0.0645684227347374, 0.13188889622688293, 0.06491366028785706, 0.06649185717105865, 0.0721554160118103, 0.06922771036624908, 0.07191149145364761, 0.09134680777788162, 0.07792843878269196, 0.08424931019544601, 0.06253927201032639, 0.055817555636167526, 0.08951763808727264, 0.06723020225763321]",142.5242738723755
30,5,"[0.037188466638326645, 0.020633818581700325, 0.02151036635041237, 0.017781177535653114, 0.020641304552555084, 0.01387432124465704, 0.012550212442874908, 0.014750545844435692, 0.016727110370993614, 0.013265736401081085, 0.012824746780097485, 0.015595749020576477, 0.012029563076794147, 0.011541764251887798, 0.011969461105763912, 0.011748453602194786, 0.011133742518723011, 0.01210065372288227, 0.010818411596119404, 0.010655604302883148, 0.012409224174916744, 0.012215422466397285, 0.00825339462608099, 0.010344929993152618, 0.009541736915707588, 0.009878228418529034, 0.008961954154074192, 0.009930936619639397, 0.008780669420957565, 0.00859022606164217]","[0.014683368615806103, 0.012881881557404995, 0.009154658764600754, 0.006463834550231695, 0.006896269507706165, 0.007087214849889278, 0.006471444386988878, 0.012490421533584595, 0.006605297792702913, 0.009189649485051632, 0.005225833971053362, 0.008011158555746078, 0.004930814262479544, 0.007370304316282272, 0.006600742228329182, 0.005555805284529924, 0.011179196648299694, 0.007289254572242498, 0.004774576053023338, 0.008915889076888561, 0.00643356004729867, 0.009062112309038639, 0.0038493252359330654, 0.004300519358366728, 0.004700848832726479, 0.008516030386090279, 0.006586981005966663, 0.00521229999139905, 0.006716984789818525, 0.004058053717017174]","[0.158362478017807, 0.11253790557384491, 0.11802957206964493, 0.10616984218358994, 0.11766424775123596, 0.10238484293222427, 0.08858895301818848, 0.09877108037471771, 0.10465852916240692, 0.09485132992267609, 0.09302804619073868, 0.10095654428005219, 0.09119458496570587, 0.08826674520969391, 0.08881963044404984, 0.0876728892326355, 0.08457046747207642, 0.09103094041347504, 0.08648975193500519, 0.0863797515630722, 0.09007859230041504, 0.08885516226291656, 0.07398275285959244, 0.08161008358001709, 0.08244366198778152, 0.08118309825658798, 0.07448805123567581, 0.08190777897834778, 0.07611893862485886, 0.07597026973962784]","[0.10785592347383499, 0.09889045357704163, 0.08024010062217712, 0.06531273573637009, 0.06803572922945023, 0.06918135285377502, 0.06543650478124619, 0.09692804515361786, 0.06666363030672073, 0.0810634195804596, 0.059607990086078644, 0.07441871613264084, 0.05901788920164108, 0.07188805937767029, 0.06763007491827011, 0.06359165906906128, 0.09005036950111389, 0.07157903909683228, 0.05856940150260925, 0.0803302675485611, 0.06862809509038925, 0.0807962715625763, 0.05144434794783592, 0.055078111588954926, 0.057405587285757065, 0.07891152799129486, 0.06807401031255722, 0.06075016036629677, 0.06861546635627747, 0.05171186849474907]",145.55221581459045
30,6,"[0.04104548692703247, 0.022877126932144165, 0.020192891359329224, 0.019437329843640327, 0.01953011192381382, 0.017409775406122208, 0.01708833873271942, 0.013570493087172508, 0.016312824562191963, 0.010913857258856297, 0.013103622943162918, 0.014675440266728401, 0.010675817728042603, 0.013723982498049736, 0.015167344361543655, 0.015021733939647675, 0.014037863351404667, 0.01051172986626625, 0.013832181692123413, 0.011055905371904373, 0.01003214344382286, 0.010265721939504147, 0.01027687918394804, 0.009765932336449623, 0.010686276480555534, 0.009005065076053143, 0.008560332469642162, 0.009248780086636543, 0.011688124388456345, 0.00954999029636383]","[0.012290357612073421, 0.016865920275449753, 0.01985984668135643, 0.003541482612490654, 0.01689543016254902, 0.014812208712100983, 0.01287081278860569, 0.013848017901182175, 0.009883624501526356, 0.00395657354965806, 0.01269306056201458, 0.0031389540527015924, 0.007357489783316851, 0.0065244645811617374, 0.004535813815891743, 0.005704014096409082, 0.005941177252680063, 0.0077033573761582375, 0.009017640724778175, 0.004442702978849411, 0.0034414036199450493, 0.0057783182710409164, 0.006242610048502684, 0.011850005947053432, 0.004515169188380241, 0.006127850618213415, 0.004177672788500786, 0.010524987243115902, 0.0038248540367931128, 0.005998723674565554]","[0.16434863209724426, 0.11943329125642776, 0.11440777778625488, 0.1108325868844986, 0.11284369230270386, 0.10932464152574539, 0.10455272346735, 0.08797017484903336, 0.10166805982589722, 0.08579687774181366, 0.09003185480833054, 0.09845443814992905, 0.08430932462215424, 0.09309130907058716, 0.10257674008607864, 0.10163240879774094, 0.09551931172609329, 0.08202516287565231, 0.09186846017837524, 0.08561092615127563, 0.08131805062294006, 0.08321116119623184, 0.08012260496616364, 0.07824848592281342, 0.08430899679660797, 0.07482858747243881, 0.07828282564878464, 0.07741080969572067, 0.09207291901111603, 0.07714801281690598]","[0.09621649235486984, 0.11668810248374939, 0.12840013206005096, 0.04255831986665726, 0.1158832386136055, 0.10572829097509384, 0.09752162545919418, 0.10220243036746979, 0.08411093056201935, 0.050418637692928314, 0.09747307002544403, 0.043620575219392776, 0.07090519368648529, 0.06715694814920425, 0.05714001879096031, 0.06314370036125183, 0.06474726647138596, 0.07316134870052338, 0.07970113307237625, 0.05606234446167946, 0.04795246943831444, 0.06501341611146927, 0.06707972288131714, 0.09313712269067764, 0.056557852774858475, 0.0668034628033638, 0.05148474499583244, 0.08758413046598434, 0.05002853646874428, 0.06386381387710571]",135.95996284484863
30,7,"[0.039787355810403824, 0.02514045685529709, 0.02585817687213421, 0.017438076436519623, 0.020086949691176414, 0.01763654500246048, 0.015008343383669853, 0.017816687002778053, 0.011315085925161839, 0.014344654977321625, 0.013494513928890228, 0.013190174475312233, 0.013500494882464409, 0.013511979021131992, 0.01213114894926548, 0.010201403871178627, 0.009710815735161304, 0.01137011032551527, 0.01270604133605957, 0.010261574760079384, 0.01165612693876028, 0.011692889034748077, 0.009599830023944378, 0.008996403776109219, 0.008172310888767242, 0.009880143217742443, 0.009754321537911892, 0.009851277805864811, 0.00909840315580368, 0.008471944369375706]","[0.009394490160048008, 0.009912620298564434, 0.013364497572183609, 0.010668846778571606, 0.004535276908427477, 0.015635523945093155, 0.013702500611543655, 0.01964418776333332, 0.013658791780471802, 0.004713809117674828, 0.004997875075787306, 0.006837428081780672, 0.004836115054786205, 0.00860990397632122, 0.012741733342409134, 0.011284488253295422, 0.005397409200668335, 0.010908186435699463, 0.011361830867826939, 0.007449156139045954, 0.006512314081192017, 0.004897275939583778, 0.010115480981767178, 0.006220748648047447, 0.005787129048258066, 0.010842084884643555, 0.005570462439209223, 0.011659836396574974, 0.015174576081335545, 0.012114101089537144]","[0.15475383400917053, 0.12993304431438446, 0.1283554583787918, 0.10766203701496124, 0.11500155180692673, 0.10259217768907547, 0.09952491521835327, 0.10613410174846649, 0.09136545658111572, 0.09679350256919861, 0.09495861828327179, 0.09472477436065674, 0.09580450505018234, 0.09286585450172424, 0.09092511236667633, 0.08539412170648575, 0.08155203610658646, 0.08886703848838806, 0.09420279413461685, 0.0833020955324173, 0.08609339594841003, 0.08750712871551514, 0.07766589522361755, 0.07609757035970688, 0.07384569197893143, 0.07965970039367676, 0.07849512994289398, 0.07999828457832336, 0.07445526868104935, 0.07624892890453339]","[0.08377264440059662, 0.08666717261075974, 0.1041189581155777, 0.09010782092809677, 0.052942387759685516, 0.1135983020067215, 0.10397858917713165, 0.12904037535190582, 0.1043570265173912, 0.05534936487674713, 0.057902805507183075, 0.06807085871696472, 0.05745628848671913, 0.07807597517967224, 0.0984492301940918, 0.09137552231550217, 0.06182422488927841, 0.08929165452718735, 0.09164290875196457, 0.07185321301221848, 0.06838470697402954, 0.05845458805561066, 0.08542925119400024, 0.06741435080766678, 0.06381697207689285, 0.08843771368265152, 0.06251844018697739, 0.0927540510892868, 0.1086498275399208, 0.09493164718151093]",137.90877294540405
30,8,"[0.04341327026486397, 0.02482476457953453, 0.018681637942790985, 0.018716393038630486, 0.018310008570551872, 0.016506103798747063, 0.01513172872364521, 0.017299329861998558, 0.014869824051856995, 0.01275197695940733, 0.013084285892546177, 0.014219730161130428, 0.011971617117524147, 0.011880230158567429, 0.011281194165349007, 0.011641295626759529, 0.011308099143207073, 0.010716894641518593, 0.011271703988313675, 0.012534991838037968, 0.009289269335567951, 0.011606358923017979, 0.011047751642763615, 0.010122313164174557, 0.010505790822207928, 0.00894955638796091, 0.011007015593349934, 0.008143912069499493, 0.008925017900764942, 0.009838472120463848]","[0.0242155808955431, 0.01365627534687519, 0.008025083690881729, 0.012728474102914333, 0.00850871205329895, 0.010308049619197845, 0.018557148054242134, 0.013248862698674202, 0.007831270806491375, 0.005875907372683287, 0.01001369021832943, 0.02000347524881363, 0.00408222945407033, 0.004522836301475763, 0.012502958998084068, 0.00969658512622118, 0.0189934354275465, 0.020113110542297363, 0.003626110265031457, 0.00390241458080709, 0.009923869743943214, 0.007227726746350527, 0.009722891263663769, 0.008659064769744873, 0.004524396266788244, 0.007481948472559452, 0.007786235306411982, 0.012117045000195503, 0.007694778963923454, 0.005956633947789669]","[0.16832801699638367, 0.1279238760471344, 0.11286190152168274, 0.1071561947464943, 0.10758376866579056, 0.10258301347494125, 0.09746970981359482, 0.1087716594338417, 0.09764491021633148, 0.09404754638671875, 0.08888812363147736, 0.09944261610507965, 0.08831816911697388, 0.0881899744272232, 0.0863722488284111, 0.08618184179067612, 0.08366172760725021, 0.07884199917316437, 0.08840660005807877, 0.09078864008188248, 0.07725753635168076, 0.0841626524925232, 0.08410649001598358, 0.08333104848861694, 0.08329101651906967, 0.07624734938144684, 0.0880122110247612, 0.07144367694854736, 0.07200277596712112, 0.08094869554042816]","[0.1463138908147812, 0.10409066081047058, 0.07406038045883179, 0.09824904799461365, 0.0769537016749382, 0.08619873970746994, 0.12343484908342361, 0.10026118159294128, 0.07394041121006012, 0.062273550778627396, 0.08566343039274216, 0.12927642464637756, 0.05280427262187004, 0.05639355629682541, 0.09791388362646103, 0.08334103226661682, 0.12571720778942108, 0.13076557219028473, 0.049512673169374466, 0.05289964750409126, 0.08385957777500153, 0.07241271436214447, 0.08327141404151917, 0.07827485352754593, 0.05668974667787552, 0.0724373385310173, 0.07412084192037582, 0.09323189407587051, 0.07385608553886414, 0.0635867565870285]",146.10103034973145
30,9,"[0.04715265706181526, 0.02302570641040802, 0.021563349291682243, 0.018059084191918373, 0.01285206526517868, 0.01534038595855236, 0.014375570230185986, 0.014664941467344761, 0.01223729271441698, 0.013728830963373184, 0.011456291191279888, 0.01244443841278553, 0.015556436032056808, 0.014439506456255913, 0.013404068537056446, 0.010052689351141453, 0.010092184878885746, 0.011297893710434437, 0.011240196414291859, 0.010642564855515957, 0.011285576038062572, 0.011935658752918243, 0.011548970825970173, 0.008753063157200813, 0.01058176625519991, 0.009490793570876122, 0.010524765588343143, 0.008422166109085083, 0.009429252706468105, 0.009640784002840519]","[0.03337562456727028, 0.022175537422299385, 0.007833731360733509, 0.010000168345868587, 0.008927159942686558, 0.006358074955642223, 0.0035018576309084892, 0.010079245083034039, 0.0052262721583247185, 0.009433086961507797, 0.004718303680419922, 0.0035876291804015636, 0.004429447464644909, 0.009139603935182095, 0.01086075883358717, 0.005683396011590958, 0.0035066441632807255, 0.004877319093793631, 0.006265262141823769, 0.004103453364223242, 0.008693608455359936, 0.003629242768511176, 0.005575359333306551, 0.003999463282525539, 0.007060663308948278, 0.0037403940223157406, 0.003682943759486079, 0.005127268843352795, 0.0063673360273242, 0.004689981695264578]","[0.16844597458839417, 0.12222588062286377, 0.11694737523794174, 0.10349638015031815, 0.09379905462265015, 0.09730250388383865, 0.09628118574619293, 0.0961223840713501, 0.0875689834356308, 0.09635310620069504, 0.08667420595884323, 0.0870516374707222, 0.10312412679195404, 0.09820739179849625, 0.09456294775009155, 0.08182743191719055, 0.08419965952634811, 0.08645923435688019, 0.08783702552318573, 0.0827331617474556, 0.08941321074962616, 0.08511228114366531, 0.09003311395645142, 0.07316035032272339, 0.08187885582447052, 0.07940887659788132, 0.08240433037281036, 0.07522217929363251, 0.07922406494617462, 0.07770130783319473]","[0.1735825538635254, 0.1367262899875641, 0.0726359561085701, 0.08436104655265808, 0.07885336130857468, 0.06371098756790161, 0.0440780371427536, 0.08478833734989166, 0.05663042888045311, 0.08149360865354538, 0.054611366242170334, 0.046183615922927856, 0.05383169278502464, 0.07961073517799377, 0.08812890201807022, 0.06197819113731384, 0.048310134559869766, 0.057416364550590515, 0.0658954605460167, 0.051678113639354706, 0.07693332433700562, 0.04803450033068657, 0.0625462755560875, 0.05091146007180214, 0.06920904666185379, 0.04878031089901924, 0.04937152564525604, 0.05654624104499817, 0.0661763846874237, 0.05475791171193123]",138.240873336792
